Date,Open,High,Low,Close,Volume,Adj Close
2004-05-17,37.80,39.00,37.34,38.77,5214500,18.50
2004-05-10,37.98,38.58,37.03,38.04,5784700,18.15
2004-05-03,38.82,39.95,38.06,38.15,6108300,18.20
2004-04-26,39.46,39.90,38.56,38.92,5221800,18.57
2004-04-19,37.90,39.50,36.74,39.18,6314100,18.69
2004-04-12,39.28,39.47,37.74,37.84,5435700,18.05
2004-04-05,39.43,39.91,38.81,39.14,5385200,18.67
2004-03-29,36.99,39.62,36.88,39.30,5883100,18.75
2004-03-22,36.51,37.41,36.51,36.82,6968400,17.56
2004-03-15,37.41,37.80,36.73,36.79,6302200,17.55
2004-03-08,37.91,38.35,37.23,37.60,6643900,17.94
2004-03-01,37.89,38.74,37.21,38.02,5786400,18.14
2004-02-23,37.65,39.68,36.75,37.40,10048600,17.84
2004-02-17,36.50,39.14,36.49,37.77,8466300,18.02
2004-02-09,37.08,37.40,36.44,36.70,4790900,17.51
2004-02-02,36.82,37.31,36.00,37.25,5575100,17.77
2004-01-26,35.71,36.81,35.27,36.61,8057600,17.46
2004-01-20,34.45,36.20,34.30,35.88,6921300,17.12
2004-01-12,32.99,34.66,32.95,34.56,5421500,16.49
2004-01-05,33.05,34.50,32.93,33.10,6627100,15.79
2003-12-29,32.06,33.64,31.90,32.91,5059900,15.70
2003-12-22,32.20,32.33,31.48,31.94,3524100,15.24
2003-12-15,32.06,32.58,31.42,32.09,5405000,15.31
2003-12-08,31.82,32.55,31.48,31.73,3915600,15.14
2003-12-01,32.08,32.75,31.50,31.84,5267400,15.19
2003-11-24,30.63,32.41,30.43,32.17,4760100,15.35
2003-11-17,32.24,32.48,30.00,30.51,6712700,14.55
2003-11-10,32.40,33.05,31.80,32.07,5777400,15.30
2003-11-03,31.36,32.89,31.32,32.53,5402500,15.52
2003-10-27,30.44,32.00,29.90,31.60,6052100,15.07
2003-10-20,29.90,30.38,29.59,30.28,4210600,14.44
2003-10-13,30.30,30.68,29.93,30.06,3737700,14.34
2003-10-06,30.16,30.88,29.80,30.19,4431300,14.40
2003-09-29,29.72,30.79,28.55,30.22,7486800,14.42
2003-09-22,28.99,30.95,28.69,29.57,10094400,14.11
2003-09-15,29.17,29.99,28.84,29.19,5654600,13.92
2003-09-08,28.72,29.49,28.46,29.16,6784400,13.91
2003-09-02,28.09,29.38,28.06,28.81,6802700,13.74
2003-08-25,26.54,28.53,26.50,28.39,5213800,13.54
2003-08-18,27.03,27.44,26.70,26.80,3701300,12.78
2003-08-11,26.09,27.30,26.05,26.89,3586300,12.83
2003-08-04,27.00,27.41,26.00,26.18,5688100,12.49
2003-07-28,26.83,27.77,26.07,27.11,6796200,12.93
2003-07-21,26.35,27.45,25.89,26.70,6640200,12.74
2003-07-14,27.02,27.49,26.10,26.64,6288300,12.71
2003-07-07,26.98,27.44,26.24,26.85,5969500,12.81
2003-06-30,24.16,27.28,24.13,26.67,14000700,12.72
2003-06-23,24.25,24.78,23.75,24.55,5895800,11.71
2003-06-16,23.99,24.95,23.95,24.02,7750300,11.46
2003-06-09,24.32,24.63,23.95,23.98,5482200,11.44
2003-06-02,24.56,25.46,23.99,24.48,6999000,11.68
2003-05-27,23.18,24.83,23.08,24.67,9459900,11.77
2003-05-19,23.49,23.84,22.83,23.43,7386200,11.18
2003-05-12,23.08,23.95,22.80,23.50,8841100,11.21
2003-05-05,23.89,24.25,22.96,23.23,9571200,11.08
2003-04-28,23.55,24.25,23.29,23.78,10145700,11.34
2003-04-21,25.96,25.99,23.35,23.47,13317900,11.20
2003-04-14,25.56,26.87,25.28,25.85,12065100,12.33
2003-04-07,26.05,26.20,24.87,25.53,6835700,12.18
2003-03-31,25.42,26.35,24.97,25.20,9324700,12.02
2003-03-24,25.50,26.50,25.15,25.88,7933100,12.35
2003-03-17,24.04,26.52,23.94,26.28,11490200,12.54
2003-03-10,22.70,24.64,22.20,24.26,8734000,11.57
2003-03-03,23.62,23.64,22.66,22.90,7574600,10.92
2003-02-24,23.02,23.52,22.08,23.45,9137400,11.19
2003-02-18,22.63,23.32,22.53,23.32,8498700,11.12
2003-02-10,21.92,22.60,21.60,22.52,6734300,10.74
2003-02-03,22.67,22.85,21.60,21.98,6725500,10.49
2003-01-27,22.53,23.30,22.15,22.72,9135000,10.84
2003-01-21,20.00,23.08,19.62,22.95,15120100,10.95
2003-01-13,20.55,20.86,20.03,20.09,5786100,9.58
2003-01-06,21.19,21.63,20.46,20.89,6113300,9.97
2002-12-30,20.60,21.69,20.24,21.12,5546000,10.08
2002-12-23,20.84,21.09,20.42,20.54,3061500,9.80
2002-12-16,20.36,21.52,20.25,20.74,10227000,9.89
2002-12-09,21.17,21.20,20.18,20.36,6121000,9.71
2002-12-02,22.00,22.09,20.25,21.25,7970500,10.14
2002-11-25,21.90,22.68,21.62,21.74,5475800,10.37
2002-11-18,22.02,22.39,20.85,21.81,7847200,10.40
2002-11-11,21.95,22.64,21.32,22.00,8249400,10.50
2002-11-04,23.39,23.71,22.45,22.54,7521400,10.75
2002-10-28,23.94,24.16,23.00,23.86,8574600,11.38
2002-10-21,22.35,23.93,22.02,23.93,7389100,11.42
2002-10-14,22.64,24.10,21.29,22.33,11716500,10.65
2002-10-07,20.85,22.91,20.67,22.65,9700200,10.81
2002-09-30,20.77,21.96,20.26,21.22,9493200,10.12
2002-09-23,20.53,21.57,19.80,21.00,7311600,10.02
2002-09-16,20.57,20.91,19.60,20.78,7558600,9.91
2002-09-09,20.77,21.25,19.95,20.56,5822600,9.81
2002-09-03,19.99,21.18,19.75,20.88,7572000,9.96
2002-08-26,21.33,21.38,19.60,20.10,6896500,9.59
2002-08-19,20.88,21.82,20.30,21.03,6510200,10.03
2002-08-12,19.45,21.30,18.83,20.82,7609600,9.93
2002-08-05,18.86,19.67,18.50,19.49,7604900,9.30
2002-07-29,19.94,20.33,18.47,18.81,9636800,8.97
2002-07-22,20.02,21.41,18.44,19.50,15555500,9.30
2002-07-15,21.85,22.37,19.90,20.10,10605800,9.59
2002-07-08,23.91,24.03,21.52,21.99,9415000,10.49
2002-07-01,24.42,24.96,22.80,23.84,8031300,11.37
2002-06-24,24.48,25.12,23.05,24.85,9432000,11.85
2002-06-17,23.66,25.30,23.50,24.72,8922500,11.79
2002-06-10,24.96,24.96,22.44,23.64,7004300,11.28
2002-06-03,24.30,25.05,23.50,24.91,10130200,11.88
2002-05-28,22.84,24.50,21.93,24.28,9735000,11.58
2002-05-20,23.26,23.70,22.42,22.43,7121800,10.70
2002-05-13,22.22,24.45,22.01,24.06,7666100,11.48
2002-05-06,23.47,23.59,22.02,22.02,7805600,10.50
2002-04-29,23.56,24.17,22.64,23.47,10091300,11.20
2002-04-22,24.96,25.64,23.51,23.52,7763800,11.22
2002-04-15,25.13,25.70,24.77,24.98,5646800,11.92
2002-04-08,23.63,25.54,23.59,25.17,7309000,12.01
2002-04-01,23.07,24.53,22.81,24.04,5214400,11.47
2002-03-25,23.56,23.82,22.86,23.13,5018600,11.03
2002-03-18,23.85,24.53,23.18,23.58,5324200,11.25
2002-03-11,23.00,23.96,22.35,23.75,6125300,11.33
2002-03-04,23.64,24.29,22.60,22.96,8363400,10.95
2002-02-25,21.54,23.76,21.53,23.50,8271600,11.21
2002-02-19,21.35,21.94,20.82,21.61,4525500,10.31
2002-02-11,21.99,22.29,21.50,21.56,3994400,10.29
2002-02-04,22.82,23.03,21.25,21.98,6644200,10.49
2002-01-28,22.87,23.88,22.00,23.77,8649900,11.34
2002-01-22,21.94,23.40,21.37,22.85,9802600,10.90
2002-01-14,21.88,22.25,21.18,21.91,7258500,10.45
2002-01-07,22.08,22.97,21.70,21.88,10182600,10.44
2002-01-02,19.11,22.50,19.00,22.11,16533800,10.55
